cliente_id,edad,genero,region,antiguedad_dias,nivel_membresia,paginas_vistas_7d,tiempo_sesion_min,visitas_7d,busquedas_7d,items_carrito,abandono_carrito,categoria_favorita,compras_30d,compras_90d,ticket_promedio,devolucion_30d,calificacion_promedio,descuento_usado,comprara,genero_cod,membresia_cod,region_cod,categoria_cod
446,18,F,Sur,1465,Oro,27,34.29,5,41,14,1,Libros,7,10,50.63,0,4.8,1,1,1,2,1,4
447,33,F,Centro,26,Bronce,28,13.11,21,48,8,1,Electronica,6,9,128.26,0,2.8,0,1,1,0,2,0
448,56,F,Centro,1049,Plata,15,1.99,22,28,1,0,Electronica,6,4,13.13,0,3.1,0,1,1,1,2,0
449,22,F,Norte,1418,Bronce,98,1.94,2,49,2,1,Electronica,6,8,51.09,0,2.0,1,0,1,0,0,0
450,39,F,Oeste,507,Bronce,46,19.16,12,19,9,0,Ropa,7,19,138.39,0,4.6,1,1,1,0,4,1
451,46,M,Este,1325,Bronce,58,3.05,2,15,0,1,Libros,0,18,69.17,0,4.9,0,0,0,0,3,4
452,20,F,Sur,1363,Oro,30,5.97,25,16,6,0,Electronica,2,12,73.89,0,4.1,0,1,1,2,1,0
453,29,F,Este,267,Plata,3,10.02,24,15,14,1,Deportes,2,17,18.18,0,3.2,1,1,1,1,3,3
454,43,M,Este,461,Oro,36,0.38,29,18,0,0,Ropa,4,16,21.36,0,4.8,1,1,0,2,3,1
455,33,F,Oeste,1717,Oro,16,4.29,23,7,10,0,Deportes,7,5,100.41,0,1.6,0,0,1,2,4,3
456,54,M,Este,456,Bronce,38,7.86,20,37,8,0,Libros,0,9,99.93,1,2.9,0,1,0,0,3,4
457,39,M,Este,1384,Bronce,47,4.92,5,37,10,0,Hogar,4,1,319.45,1,3.2,1,0,0,0,3,2
458,46,F,Centro,1092,Bronce,45,2.2,10,28,10,1,Deportes,4,5,109.57,1,3.0,1,1,1,0,2,3
459,31,M,Oeste,1007,Bronce,89,19.53,27,40,0,0,Hogar,4,12,64.38,0,4.2,1,1,0,0,4,2
460,45,F,Norte,863,Bronce,47,25.16,25,35,4,1,Ropa,7,17,165.78,0,3.7,0,0,1,0,0,1
461,22,F,Sur,1436,Bronce,38,4.47,16,25,6,0,Deportes,3,6,18.83,1,1.5,0,1,1,0,1,3
462,64,F,Este,491,Bronce,104,22.34,9,30,2,1,Deportes,4,1,57.72,1,2.4,1,0,1,0,3,3
463,47,M,Sur,1073,Bronce,3,7.31,11,43,8,0,Ropa,5,13,37.07,0,2.4,0,0,0,0,1,1
464,63,M,Norte,1711,Bronce,29,10.6,16,11,7,0,Ropa,1,4,18.84,0,3.3,0,1,0,0,0,1
465,22,F,Sur,564,Bronce,29,29.07,3,16,12,0,Electronica,5,17,125.35,0,2.2,0,1,1,0,1,0
466,29,Otro,Norte,1126,Oro,21,20.79,1,14,14,1,Libros,5,10,67.2,0,1.5,0,1,2,2,0,4
467,33,F,Centro,216,Plata,74,24.53,10,8,2,0,Deportes,2,9,75.09,0,3.6,0,0,1,1,2,3
468,43,M,Este,1462,Oro,65,2.21,6,38,14,1,Deportes,3,10,52.38,0,4.4,1,1,0,2,3,3
469,43,F,Norte,1724,Bronce,107,1.08,1,41,4,1,Ropa,7,1,59.34,0,4.7,1,0,1,0,0,1
470,38,F,Sur,1593,Bronce,11,33.58,25,47,6,0,Ropa,4,14,19.87,0,4.9,1,1,1,0,1,1
471,56,F,Este,559,Plata,93,7.36,17,11,11,1,Libros,2,6,99.4,0,4.1,1,1,1,1,3,4
472,53,M,Centro,159,Bronce,35,5.09,20,31,13,0,Ropa,0,8,55.31,0,1.6,0,1,0,0,2,1
473,50,F,Este,489,Bronce,17,19.35,3,24,3,0,Hogar,0,4,145.76,1,4.4,0,0,1,0,3,2
474,47,F,Norte,686,Bronce,89,27.16,7,38,4,1,Hogar,7,6,27.48,0,2.6,0,0,1,0,0,2
475,54,Otro,Centro,1266,Bronce,52,29.76,19,17,2,1,Hogar,2,19,28.36,0,3.9,0,1,2,0,2,2
476,40,M,Sur,794,Bronce,70,5.7,13,14,8,1,Hogar,1,1,93.02,0,3.1,1,0,0,0,1,2
477,27,F,Centro,1777,Bronce,0,28.68,11,31,9,0,Libros,7,2,159.67,0,4.3,0,1,1,0,2,4
478,22,F,Centro,5,Plata,57,0.63,21,5,8,0,Deportes,2,1,61.12,0,2.7,0,1,1,1,2,3
479,53,M,Oeste,1620,Bronce,89,0.76,20,43,6,0,Hogar,2,18,113.85,0,1.2,1,1,0,0,4,2
480,51,F,Centro,361,Bronce,86,14.65,26,42,9,1,Ropa,3,3,594.65,0,3.2,0,1,1,0,2,1
481,48,F,Centro,459,Plata,89,0.98,29,34,1,0,Hogar,7,19,380.57,0,1.7,1,1,1,1,2,2
482,27,M,Este,248,Bronce,108,5.89,17,33,6,1,Libros,0,6,119.11,0,4.9,0,0,0,0,3,4
483,36,M,Sur,1590,Bronce,5,16.76,10,37,6,0,Ropa,0,6,117.64,0,3.1,0,1,0,0,1,1
484,49,F,Este,1697,Oro,69,6.17,28,4,10,0,Hogar,4,16,32.76,0,3.2,0,1,1,2,3,2
485,18,M,Este,946,Bronce,43,2.97,27,17,4,0,Deportes,5,18,153.44,1,4.6,1,1,0,0,3,3
486,22,F,Norte,422,Bronce,71,4.96,29,15,8,0,Ropa,7,15,51.55,0,3.5,0,1,1,0,0,1
487,62,M,Este,1762,Bronce,23,9.18,7,7,12,0,Ropa,2,2,271.6,0,2.2,0,1,0,0,3,1
488,21,F,Oeste,15,Bronce,85,9.68,1,24,11,1,Deportes,7,14,16.79,0,2.2,0,0,1,0,4,3
489,33,M,Oeste,736,Plata,18,22.92,24,31,10,1,Ropa,2,13,55.79,0,3.0,0,1,0,1,4,1
490,41,F,Norte,1597,Plata,100,20.8,14,25,2,0,Hogar,1,14,74.93,0,4.5,0,0,1,1,0,2
491,33,Otro,Sur,1146,Bronce,17,9.15,8,21,3,0,Ropa,7,13,51.56,0,4.2,1,0,2,0,1,1
492,19,Otro,Sur,277,Plata,94,28.03,18,30,0,0,Hogar,6,6,28.92,0,4.9,1,1,2,1,1,2
493,45,F,Este,1582,Plata,100,1.82,19,42,5,1,Deportes,6,2,81.91,0,1.3,1,1,1,1,3,3
494,49,M,Este,453,Bronce,29,4.42,7,9,3,0,Electronica,0,16,122.82,1,2.1,0,0,0,0,3,0
495,44,F,Este,1414,Plata,41,26.4,24,11,0,1,Deportes,1,9,92.81,1,1.3,0,0,1,1,3,3
496,37,M,Sur,1318,Bronce,32,7.12,18,27,1,0,Hogar,3,14,31.37,0,4.0,0,1,0,0,1,2
497,41,M,Centro,1598,Bronce,73,59.59,4,5,14,0,Libros,4,5,115.22,0,1.6,0,1,0,0,2,4
498,29,M,Oeste,598,Bronce,100,9.42,10,19,2,1,Deportes,1,16,33.75,0,1.4,0,0,0,0,4,3
499,52,F,Centro,446,Bronce,11,23.55,14,4,8,0,Libros,0,16,25.41,0,3.2,0,0,1,0,2,4
500,50,F,Centro,210,Bronce,117,7.72,7,22,12,0,Libros,3,13,103.87,0,2.6,1,1,1,0,2,4
501,50,F,Sur,1614,Plata,93,8.3,18,8,7,0,Hogar,2,17,158.01,0,3.9,1,1,1,1,1,2
502,60,M,Centro,714,Bronce,26,7.24,22,28,6,0,Hogar,3,4,62.55,0,2.9,1,1,0,0,2,2
503,54,M,Norte,302,Bronce,38,19.05,26,15,12,0,Electronica,5,7,70.64,0,2.7,1,1,0,0,0,0
504,29,Otro,Este,1247,Bronce,8,11.9,7,45,14,1,Ropa,7,6,38.85,0,2.7,0,1,2,0,3,1
505,20,M,Norte,1758,Plata,117,43.18,25,21,10,1,Deportes,1,3,64.6,0,4.5,0,1,0,1,0,3
506,18,M,Oeste,3,Plata,20,4.33,26,7,11,0,Hogar,0,17,21.32,0,2.6,0,1,0,1,4,2
507,50,M,Este,990,Plata,75,1.59,29,19,13,1,Deportes,1,4,259.58,0,2.3,0,0,0,1,3,3
508,57,F,Centro,1542,Plata,118,7.49,18,13,3,0,Libros,2,15,138.9,0,2.4,0,1,1,1,2,4
509,27,F,Oeste,1117,Oro,28,14.38,17,38,0,0,Ropa,6,13,98.2,0,1.8,0,1,1,2,4,1
510,60,M,Este,520,Bronce,32,29.58,9,36,7,0,Electronica,2,18,71.81,0,4.4,0,0,0,0,3,0
511,61,M,Centro,1452,Plata,106,6.37,28,49,3,0,Deportes,0,13,135.68,0,1.6,1,1,0,1,2,3
512,46,F,Norte,493,Plata,61,15.91,6,33,2,0,Ropa,5,8,64.62,0,4.6,1,0,1,1,0,1
513,30,F,Este,1259,Oro,116,6.47,27,10,8,1,Electronica,4,5,38.53,1,2.1,0,1,1,2,3,0
514,29,M,Centro,620,Oro,14,14.4,8,39,9,0,Deportes,7,16,23.98,1,4.6,0,0,0,2,2,3
515,48,F,Norte,1185,Bronce,1,32.42,0,32,3,0,Ropa,7,18,93.44,0,4.2,0,0,1,0,0,1
516,63,M,Oeste,1745,Bronce,51,3.95,18,30,3,0,Hogar,3,11,222.09,0,3.3,1,1,0,0,4,2
517,19,M,Oeste,1776,Bronce,102,7.77,4,43,13,1,Deportes,3,3,23.34,0,3.7,0,0,0,0,4,3
518,52,F,Oeste,331,Plata,116,75.01,18,33,8,1,Ropa,2,15,25.88,0,2.3,1,1,1,1,4,1
519,40,M,Oeste,333,Bronce,43,30.44,0,49,12,0,Electronica,1,10,55.48,1,3.3,1,1,0,0,4,0
520,34,F,Sur,50,Bronce,53,12.47,14,6,11,0,Ropa,6,3,141.56,0,2.2,0,0,1,0,1,1
521,43,M,Este,1547,Plata,17,10.9,15,48,10,0,Hogar,1,16,37.84,1,2.6,0,0,0,1,3,2
522,25,M,Este,863,Bronce,2,5.02,22,22,11,0,Deportes,5,7,33.43,0,4.1,0,1,0,0,3,3
523,46,Otro,Sur,1692,Oro,6,10.92,6,45,13,0,Deportes,4,13,87.4,0,2.0,0,1,2,2,1,3
524,43,M,Centro,1516,Bronce,42,28.28,25,6,1,0,Deportes,7,1,71.36,0,4.4,1,0,0,0,2,3
525,27,F,Centro,1606,Bronce,81,17.34,11,24,13,0,Hogar,1,10,14.97,0,2.5,0,1,1,0,2,2
526,43,M,Oeste,1705,Bronce,107,5.14,7,2,11,0,Electronica,7,10,16.8,0,3.1,0,1,0,0,4,0
527,51,M,Norte,272,Plata,37,3.37,4,37,4,0,Deportes,3,5,92.4,0,4.8,1,0,0,1,0,3
528,58,M,Centro,580,Bronce,36,4.62,9,19,14,1,Electronica,7,13,60.06,0,3.7,0,1,0,0,2,0
529,24,F,Norte,1276,Bronce,57,2.79,27,33,3,1,Ropa,6,9,293.17,0,3.6,0,1,1,0,0,1
530,21,M,Este,560,Oro,32,1.51,20,48,8,0,Electronica,7,7,100.79,0,3.8,0,1,0,2,3,0
531,62,F,Norte,696,Bronce,107,8.15,4,43,11,0,Electronica,1,6,10.81,0,4.7,1,0,1,0,0,0
532,28,M,Este,1723,Plata,58,1.8,16,43,4,0,Deportes,6,7,62.47,0,2.0,1,0,0,1,3,3
533,46,Otro,Sur,1114,Plata,94,2.83,25,29,8,0,Libros,7,7,52.82,0,3.5,0,1,2,1,1,4
534,53,M,Sur,446,Bronce,10,11.89,4,16,10,1,Libros,4,1,19.03,0,2.6,1,0,0,0,1,4
535,42,F,Oeste,1017,Plata,67,2.7,21,9,8,0,Hogar,3,15,215.33,0,1.0,1,1,1,1,4,2
536,38,F,Centro,1356,Bronce,81,0.99,14,34,13,1,Hogar,7,8,140.79,1,1.5,0,1,1,0,2,2
537,53,F,Oeste,1163,Plata,67,5.73,12,19,1,1,Libros,6,12,30.92,0,2.3,1,0,1,1,4,4
538,27,F,Este,357,Bronce,112,3.73,27,17,13,0,Ropa,1,11,33.66,0,3.3,0,1,1,0,3,1
539,54,F,Oeste,1625,Plata,97,10.86,0,44,14,0,Deportes,3,16,12.6,0,4.5,1,0,1,1,4,3
540,26,F,Norte,274,Bronce,92,1.62,10,43,8,0,Deportes,2,1,38.16,0,4.2,0,0,1,0,0,3
541,41,M,Este,1043,Plata,87,20.9,22,26,2,0,Ropa,2,12,80.29,0,3.2,1,0,0,1,3,1
542,52,M,Sur,311,Bronce,21,35.5,0,48,3,0,Ropa,5,0,53.69,0,1.3,0,0,0,0,1,1
543,52,F,Centro,870,Bronce,65,20.41,10,35,0,0,Libros,2,18,288.56,0,2.1,1,0,1,0,2,4
544,53,F,Este,886,Bronce,43,11.42,17,22,13,1,Hogar,1,10,14.62,0,2.5,0,1,1,0,3,2
545,35,F,Este,154,Bronce,5,29.56,17,31,0,0,Ropa,4,4,81.61,0,3.5,1,0,1,0,3,1
546,56,F,Norte,1414,Plata,41,17.81,20,9,0,0,Hogar,3,0,166.33,0,1.3,0,0,1,1,0,2
547,49,M,Centro,1284,Bronce,24,0.16,29,10,8,1,Electronica,6,19,62.43,1,3.1,1,1,0,0,2,0
548,41,M,Sur,620,Oro,118,7.52,25,37,10,1,Deportes,0,12,10.24,1,4.6,1,1,0,2,1,3
549,40,F,Este,883,Oro,56,28.55,15,5,7,0,Libros,2,7,32.25,0,3.8,0,1,1,2,3,4
550,49,M,Este,797,Plata,84,6.37,12,40,4,1,Deportes,2,5,41.3,0,4.2,1,0,0,1,3,3
551,54,M,Norte,1595,Bronce,54,0.54,6,46,4,0,Libros,0,16,280.5,0,3.7,0,0,0,0,0,4
552,29,F,Oeste,125,Bronce,15,20.57,0,33,8,0,Electronica,6,11,204.23,0,1.8,1,0,1,0,4,0
553,30,M,Sur,1378,Plata,94,24.3,25,35,2,0,Deportes,6,0,248.34,0,1.4,1,1,0,1,1,3
554,40,F,Centro,1297,Bronce,13,2.63,15,36,2,0,Electronica,0,2,149.79,0,4.3,0,0,1,0,2,0
555,42,M,Este,619,Bronce,38,11.56,0,16,6,1,Libros,6,13,44.67,0,3.8,1,1,0,0,3,4
556,52,F,Este,245,Plata,27,3.2,16,39,8,1,Ropa,1,7,199.05,0,3.3,0,1,1,1,3,1
557,58,M,Sur,848,Plata,95,19.05,5,39,5,1,Deportes,6,10,330.0,0,1.8,0,0,0,1,1,3
558,47,M,Oeste,450,Plata,91,4.75,1,11,13,0,Electronica,3,13,44.47,0,3.4,1,1,0,1,4,0
559,34,M,Este,930,Bronce,50,5.7,16,20,1,0,Deportes,6,7,34.15,0,1.1,1,0,0,0,3,3
560,37,M,Sur,1271,Plata,118,27.96,5,39,0,0,Deportes,7,2,73.33,0,1.5,0,1,0,1,1,3
561,42,M,Norte,520,Bronce,48,9.7,13,18,1,0,Deportes,7,6,26.58,0,2.2,0,0,0,0,0,3
562,39,M,Oeste,1165,Bronce,8,16.62,17,2,13,1,Hogar,2,18,12.65,0,2.8,1,1,0,0,4,2
563,30,F,Centro,362,Oro,57,7.72,5,17,13,1,Electronica,4,3,243.25,0,1.5,0,1,1,2,2,0
564,36,M,Este,8,Bronce,44,5.31,9,18,0,0,Electronica,1,15,218.02,0,1.5,1,0,0,0,3,0
565,53,F,Sur,478,Bronce,21,14.73,23,46,9,0,Deportes,1,12,24.2,0,3.9,1,1,1,0,1,3
566,29,F,Norte,1376,Bronce,31,2.52,17,5,9,0,Ropa,6,19,51.9,0,3.3,0,1,1,0,0,1
567,58,F,Centro,495,Oro,68,7.0,26,15,8,0,Deportes,4,18,152.25,0,3.1,0,1,1,2,2,3
568,36,M,Sur,1630,Plata,86,3.52,8,7,14,0,Hogar,4,4,96.54,0,2.8,0,1,0,1,1,2
569,29,F,Sur,833,Plata,68,17.85,7,47,9,0,Libros,5,4,50.17,0,4.9,0,1,1,1,1,4
570,26,M,Centro,1451,Plata,41,43.29,27,17,14,0,Hogar,4,19,119.06,0,1.2,1,1,0,1,2,2
571,24,M,Norte,1063,Bronce,52,81.09,9,47,11,0,Ropa,6,3,191.88,0,1.7,1,0,0,0,0,1
572,45,Otro,Norte,593,Bronce,95,8.98,16,42,13,0,Deportes,6,1,218.47,1,3.6,1,1,2,0,0,3
573,31,M,Oeste,187,Bronce,58,4.37,22,38,12,0,Electronica,0,12,48.09,0,1.5,0,1,0,0,4,0
574,48,F,Este,1620,Bronce,73,8.77,29,48,7,1,Deportes,2,15,25.25,0,3.4,0,1,1,0,3,3
575,36,F,Centro,1624,Bronce,38,28.19,28,48,14,0,Ropa,7,1,205.2,0,3.3,1,1,1,0,2,1
576,64,F,Centro,754,Oro,14,3.46,25,11,6,1,Electronica,5,18,17.77,0,4.9,1,1,1,2,2,0
577,33,F,Centro,93,Bronce,70,45.58,5,44,14,0,Hogar,6,16,112.32,0,4.5,1,1,1,0,2,2
578,22,M,Norte,86,Bronce,28,6.28,13,9,2,0,Libros,0,4,22.11,0,4.8,0,0,0,0,0,4
579,52,M,Este,1068,Bronce,110,63.82,21,6,7,0,Libros,5,17,49.46,0,1.5,1,0,0,0,3,4
580,29,F,Oeste,137,Bronce,2,27.36,21,45,1,0,Deportes,2,17,52.42,1,4.5,0,0,1,0,4,3
581,42,M,Sur,421,Oro,82,24.8,5,0,1,1,Hogar,5,7,23.83,0,1.5,1,0,0,2,1,2
582,38,M,Sur,74,Bronce,9,5.74,25,48,10,0,Ropa,0,14,214.79,0,3.5,1,1,0,0,1,1
583,53,M,Centro,1572,Bronce,91,0.13,6,35,9,1,Libros,3,12,10.21,0,3.9,1,1,0,0,2,4
584,40,M,Este,1637,Plata,28,7.22,11,20,2,1,Hogar,7,12,189.4,0,1.6,0,1,0,1,3,2
585,33,M,Norte,1536,Bronce,78,5.39,2,36,6,0,Deportes,6,15,182.22,0,3.5,1,1,0,0,0,3
586,56,M,Este,1180,Bronce,34,0.57,13,23,0,0,Electronica,7,19,40.5,0,1.2,0,0,0,0,3,0
587,62,F,Este,1279,Bronce,5,10.56,21,24,7,1,Deportes,2,12,107.47,0,2.2,1,1,1,0,3,3
588,59,F,Norte,171,Plata,11,7.74,18,6,11,0,Deportes,1,19,33.31,0,4.7,0,1,1,1,0,3
589,56,F,Centro,1752,Oro,110,15.1,22,41,6,1,Hogar,2,1,123.76,0,1.7,0,1,1,2,2,2
590,31,M,Este,170,Plata,37,14.56,15,16,3,0,Libros,2,2,75.88,0,1.3,0,1,0,1,3,4
591,48,M,Sur,1788,Bronce,76,1.93,6,28,13,0,Hogar,2,14,38.56,0,2.8,1,0,0,0,1,2
592,22,M,Norte,872,Plata,92,56.56,7,29,14,0,Electronica,3,18,50.9,0,4.4,1,1,0,1,0,0
593,52,F,Oeste,322,Bronce,18,3.1,17,6,4,0,Hogar,6,12,103.67,0,1.3,1,0,1,0,4,2
594,40,F,Centro,1591,Bronce,66,8.84,24,32,9,1,Ropa,0,4,199.24,1,2.4,1,1,1,0,2,1
595,46,M,Norte,456,Bronce,7,10.04,12,6,12,0,Deportes,6,5,21.21,0,4.6,1,1,0,0,0,3
596,60,F,Oeste,944,Bronce,7,25.15,20,23,0,1,Libros,1,13,77.77,0,1.5,0,0,1,0,4,4
597,28,M,Oeste,1627,Plata,118,1.57,8,10,3,0,Electronica,0,3,33.41,0,2.2,1,1,0,1,4,0
598,35,F,Este,790,Plata,83,8.4,9,8,14,0,Deportes,5,18,139.31,0,4.1,1,1,1,1,3,3
599,64,F,Este,613,Oro,46,14.85,20,11,0,0,Hogar,5,6,15.83,0,3.2,0,1,1,2,3,2
600,29,F,Este,1179,Plata,3,3.63,22,34,0,0,Ropa,5,3,103.43,0,4.3,0,0,1,1,3,1
601,26,F,Norte,889,Plata,50,14.81,26,3,9,0,Hogar,0,1,25.38,0,1.4,0,0,1,1,0,2
602,27,F,Norte,349,Bronce,84,38.59,8,35,0,0,Deportes,4,6,82.58,0,4.7,0,0,1,0,0,3
603,61,M,Centro,1475,Bronce,66,89.98,14,27,6,1,Electronica,3,2,154.48,0,4.7,0,0,0,0,2,0
604,34,F,Este,1677,Plata,44,0.49,19,12,6,0,Libros,4,14,122.55,1,1.6,0,0,1,1,3,4
605,55,M,Oeste,1197,Bronce,7,4.03,1,22,3,0,Deportes,6,0,121.85,1,1.1,1,0,0,0,4,3
606,24,F,Sur,10,Plata,86,5.57,24,18,14,1,Electronica,5,1,68.36,0,5.0,0,1,1,1,1,0
607,63,F,Centro,740,Bronce,15,7.64,12,41,12,1,Deportes,3,9,187.13,0,2.9,0,0,1,0,2,3
608,30,F,Norte,1289,Bronce,76,4.16,1,36,11,0,Ropa,0,15,80.96,0,3.3,1,0,1,0,0,1
609,57,M,Centro,1462,Bronce,66,3.41,18,38,1,0,Hogar,5,14,209.61,1,3.5,0,1,0,0,2,2
610,59,F,Centro,1784,Bronce,111,46.37,25,23,11,1,Libros,0,14,73.26,0,4.2,0,1,1,0,2,4
611,26,F,Centro,1271,Bronce,8,37.61,1,15,2,0,Electronica,3,13,66.41,0,4.2,1,0,1,0,2,0
612,44,F,Centro,667,Plata,59,0.72,2,32,7,0,Libros,0,13,30.12,0,1.8,0,0,1,1,2,4
613,19,M,Sur,546,Bronce,77,6.21,5,11,12,0,Libros,0,5,72.96,0,1.9,0,0,0,0,1,4
614,22,M,Este,1523,Plata,76,7.79,2,33,7,1,Libros,1,13,22.12,0,4.5,0,0,0,1,3,4
615,46,M,Oeste,129,Bronce,116,4.1,9,6,10,0,Electronica,6,16,173.03,1,4.3,1,1,0,0,4,0
616,54,M,Centro,1696,Bronce,70,14.87,23,10,10,1,Electronica,4,17,100.13,0,3.5,1,1,0,0,2,0
617,55,F,Centro,601,Bronce,14,15.34,26,30,5,0,Libros,7,19,414.56,0,5.0,1,1,1,0,2,4
618,36,M,Centro,605,Plata,70,28.51,5,28,14,1,Hogar,4,18,17.73,0,3.9,1,1,0,1,2,2
619,25,Otro,Este,327,Bronce,101,20.26,22,12,9,0,Deportes,4,16,32.03,1,1.9,1,1,2,0,3,3
620,62,M,Norte,1777,Plata,97,11.73,15,30,8,0,Libros,2,15,177.75,0,4.4,1,1,0,1,0,4
621,18,M,Norte,980,Bronce,40,15.9,16,1,10,1,Ropa,1,7,50.24,0,2.7,1,1,0,0,0,1
622,39,F,Sur,404,Plata,21,4.8,18,38,11,0,Libros,7,6,60.23,1,1.1,0,1,1,1,1,4
623,34,F,Norte,629,Bronce,23,13.49,2,14,8,0,Electronica,5,19,167.66,0,2.3,0,0,1,0,0,0
624,24,F,Centro,1630,Plata,112,10.08,17,10,3,0,Deportes,5,11,69.02,0,4.1,1,0,1,1,2,3
625,42,F,Centro,1699,Plata,100,2.15,6,33,11,0,Ropa,5,8,27.2,0,4.8,1,0,1,1,2,1
626,62,F,Centro,1635,Oro,43,4.17,8,38,0,0,Deportes,4,13,188.07,1,2.1,1,0,1,2,2,3
627,21,M,Sur,1649,Bronce,0,5.17,19,3,0,1,Deportes,6,19,12.52,1,2.0,0,0,0,0,1,3
628,53,Otro,Centro,1383,Bronce,9,38.72,11,10,14,0,Ropa,4,0,190.61,0,3.3,1,1,2,0,2,1
629,23,Otro,Norte,1627,Bronce,106,3.93,4,28,11,0,Libros,7,9,14.15,0,4.2,1,1,2,0,0,4
630,48,F,Este,718,Plata,79,5.12,2,1,9,0,Libros,6,16,97.69,0,4.0,0,0,1,1,3,4
631,36,M,Este,1041,Plata,109,6.92,10,15,14,1,Libros,1,16,15.95,0,3.2,1,1,0,1,3,4
632,61,F,Oeste,274,Plata,71,16.35,24,38,4,1,Hogar,6,16,107.99,0,3.5,0,1,1,1,4,2
633,56,M,Norte,685,Bronce,55,1.89,29,12,13,0,Libros,7,3,12.76,0,2.0,0,1,0,0,0,4
634,44,M,Centro,116,Bronce,112,46.17,3,36,12,0,Ropa,0,16,157.84,0,2.7,0,1,0,0,2,1
635,27,M,Este,861,Bronce,88,30.1,4,16,1,1,Hogar,4,17,60.18,0,2.0,0,0,0,0,3,2
636,43,M,Norte,693,Oro,49,12.91,0,20,14,0,Libros,5,19,17.85,0,4.5,0,1,0,2,0,4
637,36,F,Este,1115,Plata,11,16.81,26,43,5,1,Hogar,0,1,108.16,0,1.5,1,0,1,1,3,2
638,56,F,Centro,1106,Oro,88,0.25,27,18,6,1,Ropa,4,7,63.76,0,3.7,0,1,1,2,2,1
639,20,F,Este,324,Bronce,80,6.21,28,6,0,1,Libros,3,12,26.95,1,2.0,0,0,1,0,3,4
640,62,M,Oeste,961,Plata,59,23.82,17,37,5,0,Electronica,2,19,11.26,0,2.9,0,0,0,1,4,0
641,30,M,Oeste,114,Plata,25,1.21,11,7,7,1,Ropa,4,14,53.3,1,2.2,0,0,0,1,4,1
642,45,M,Este,1793,Bronce,109,4.98,12,12,11,1,Deportes,3,19,17.16,0,2.3,0,1,0,0,3,3
643,37,Otro,Norte,1082,Plata,111,13.2,8,36,4,0,Deportes,7,8,17.91,0,2.0,0,0,2,1,0,3
644,45,M,Norte,154,Oro,77,4.44,1,1,13,0,Ropa,1,2,34.88,0,4.0,1,1,0,2,0,1
645,25,F,Norte,1428,Oro,40,40.77,4,40,11,0,Deportes,3,2,89.64,0,2.5,1,0,1,2,0,3
646,58,F,Este,1652,Plata,35,2.11,12,10,6,0,Ropa,1,1,70.39,0,3.9,0,0,1,1,3,1
647,56,M,Norte,1290,Bronce,22,23.95,15,23,9,0,Electronica,4,0,15.72,0,2.8,0,0,0,0,0,0
648,18,F,Centro,315,Bronce,42,10.64,15,5,5,0,Ropa,1,13,286.45,0,3.2,0,1,1,0,2,1
649,20,F,Oeste,1739,Oro,5,20.81,23,25,3,0,Libros,3,16,184.55,0,3.2,0,0,1,2,4,4
650,30,F,Centro,1065,Bronce,110,5.58,2,6,14,0,Libros,6,12,34.0,0,4.9,1,1,1,0,2,4
651,45,F,Norte,105,Plata,68,10.84,21,38,14,0,Hogar,2,18,20.44,0,2.5,1,1,1,1,0,2
652,42,M,Centro,1217,Plata,42,29.16,3,18,6,1,Deportes,0,14,238.34,0,1.8,1,0,0,1,2,3
653,50,M,Norte,1425,Plata,24,9.44,10,5,9,1,Deportes,0,13,59.46,0,4.6,0,1,0,1,0,3
654,55,F,Este,1302,Oro,17,6.69,22,42,8,0,Ropa,2,1,39.82,0,1.7,1,1,1,2,3,1
655,23,F,Centro,354,Bronce,61,11.52,25,28,9,0,Deportes,5,6,63.92,1,4.3,0,1,1,0,2,3
656,61,M,Este,1016,Bronce,12,18.95,13,42,9,0,Libros,0,16,128.53,0,1.6,1,1,0,0,3,4
657,62,F,Este,1773,Bronce,42,8.79,28,38,12,1,Electronica,7,17,24.75,0,3.6,1,1,1,0,3,0
658,49,F,Sur,733,Bronce,77,41.92,2,1,6,1,Ropa,4,5,126.71,0,1.6,1,0,1,0,1,1
659,62,F,Norte,1604,Bronce,27,5.24,15,18,11,1,Deportes,5,7,120.73,0,4.7,0,0,1,0,0,3
660,64,M,Oeste,709,Bronce,17,9.68,21,3,13,0,Libros,4,1,72.01,0,3.3,0,1,0,0,4,4
661,38,F,Norte,1280,Plata,58,21.22,14,5,4,1,Hogar,3,0,170.7,1,2.3,0,1,1,1,0,2
662,33,F,Oeste,651,Oro,59,17.53,27,48,6,0,Deportes,7,15,21.34,0,1.6,0,1,1,2,4,3
663,38,M,Norte,824,Bronce,62,29.89,9,36,2,1,Electronica,3,6,82.4,0,2.5,0,1,0,0,0,0
664,28,M,Este,947,Bronce,56,86.21,8,27,1,0,Electronica,5,10,57.73,0,3.8,1,0,0,0,3,0
665,54,Otro,Centro,661,Oro,91,8.35,10,29,10,1,Deportes,5,14,53.89,0,2.5,0,1,2,2,2,3
666,53,M,Centro,99,Bronce,50,1.77,15,6,14,0,Deportes,7,12,33.29,0,2.0,1,1,0,0,2,3
667,52,F,Sur,588,Bronce,55,0.46,9,8,4,1,Libros,7,1,47.25,0,3.3,0,0,1,0,1,4
668,36,F,Oeste,282,Bronce,26,19.47,16,24,3,1,Deportes,5,13,19.16,0,2.7,1,0,1,0,4,3
